game_id,platform_id
119985,3
119985,6
119985,14
339266,19
204348,386
204348,390
204348,163
204348,384
63844,58
278175,6
233359,34
233359,6
233359,39
233359,14
120563,34
120563,39
367989,6
372515,6
373216,6
178258,6
86151,48
86151,6
86151,49
86151,130
376287,169
376287,6
376287,167
194844,82
340494,6
340494,14
274434,169
274434,49
147658,48
147658,6
147658,49
147658,130
325939,6
127869,6
260316,6
371216,3
371216,34
371216,6
371216,39
371216,14
347330,130
254277,6
159852,48
159852,6
159852,14
159852,49
159852,130
164895,6
55705,6
255115,34
255115,6
317171,381
209699,3
209699,6
209699,14
345882,6
345882,14
273429,169
273429,6
273429,167
273429,130
245758,6
127801,3
127801,6
230906,6
68670,6
54524,48
54524,6
54524,49
164662,6
164662,49
81577,6
214388,6
268876,6
20869,48
20869,49
100708,6
340388,6
155977,6
319264,6
35996,48
35996,34
35996,6
35996,167
35996,130
112949,6
27178,34
27178,6
27178,14
347577,6
133438,6
202993,82
259943,32
327987,6
132985,169
132985,6
132985,130
340144,82
228529,386
228529,390
228529,471
85908,6
85908,39
85908,14
32757,6
76317,6
19156,7
319234,6
34800,6
376580,167
55749,6
338728,34
338728,6
338728,39
338728,14
190387,6
104257,52
104257,48
104257,6
326577,130
203885,48
203885,6
203885,130
314671,82
375111,6
375111,167
174111,82
275087,6
114068,6
272995,6
272995,49
340720,82
325571,6
150127,6
150127,130
18563,129
237944,6
156296,6
103877,6
305989,6
61609,6
336919,6
133970,48
133970,6
133970,49
133970,130
67563,20
144174,48
120113,6
147999,167
147999,130
376276,6
140069,162
140069,386
140069,165
140069,163
140069,384
139212,6
216563,7
371622,6
257261,6
285578,3
285578,6
118406,6
24812,6
373572,6
95396,6
204369,6
48563,5
48563,99
149981,6
355563,6
206672,52
340731,82
244244,6
327563,6
344029,6
343293,6
27880,48
27880,34
27880,6
27880,39
27880,14
27880,130
117439,6
221725,82
375614,6
220712,6
38529,52
189305,3
189305,6
189305,14
128281,6
376283,169
376283,6
376283,167
210416,6
333943,34
333943,39
296099,82
343529,130
376278,6
114976,6
325912,6
129447,6
129447,14
138284,82
286649,82
310649,82
249757,6
209779,6
209779,14
333165,6
333165,14
376286,169
376286,6
376286,167
105358,3
105358,6
105358,14
101269,6
112874,48
112874,6
112874,167
363156,6
234532,6
109805,169
109805,48
109805,6
109805,167
109805,14
109805,49
109805,130
142563,46
210525,48
210525,49
215010,6
313016,41
124355,6
146870,82
283543,6
93563,9
93563,46
93563,38
93762,48
93762,6
93762,14
93762,46
1563,52
160308,6
332631,82
252060,6
365344,6
365344,130
365342,130
86344,3
86344,6
86344,14
86344,130
46416,78
199563,3
199563,6
199563,14
340181,6
376326,6
42287,149
42287,86
42287,150
42287,58
238785,6
42563,32
42563,7
42563,58
117831,6
308155,381
52252,6
52252,14
111988,48
111988,6
111988,49
111988,130
199806,82
213563,39
301417,6
340030,3
340030,6
340030,14
101849,82
101849,34
101849,39
314997,381
149302,130
348416,34
348416,39
341390,33
341393,61
254910,169
254910,6
254910,49
150612,6
341505,6
166743,6
36248,6
328660,82
340534,34
340534,39
47445,9
47445,6
47445,12
169544,6
169544,130
744,115
744,63
744,13
744,16
744,75
286627,82
170072,6
279906,82
235208,169
235208,6
235208,167
199674,6
59586,6
141526,82
65906,82
248974,3
248974,6
248974,14
367527,6
189805,6
347165,6
333574,82
333574,6
320913,82
340793,14
319563,373
251430,82
242072,6
192471,34
192471,6
14606,41
14606,20
322516,169
322516,6
115520,6
1416,7
340799,34
340799,39
36709,6
361780,381
370227,6
213708,55
140606,34
370606,6
76847,48
76847,6
76847,49
76847,130
233315,75
360468,169
360468,6
360468,167
19424,9
19424,7
19424,38
221043,6
306842,6
367919,6
176091,130
196638,6
295734,6
295734,130
69606,14
69606,13
69606,16
281185,82
342288,6
204139,3
204139,6
39416,52
334151,163
334151,471
254849,169
254849,48
254849,6
254849,167
254849,49
254849,130
342934,6
191353,3
191353,6
191353,14
340416,6
177398,169
177398,48
177398,6
177398,167
177398,14
177398,49
177398,130
345121,48
345121,6
345121,167
192724,6
290810,6
219635,6
151134,48
151134,6
151134,49
151134,130
141348,82
113576,34
317701,169
317701,48
317701,6
317701,167
317701,49
317701,130
144191,6
308732,48
308732,6
308732,167
308732,130
321416,34
5072,5
5072,12
5072,20
276308,49
231605,82
54416,130
328850,82
172416,55
196386,39
300591,82
272471,6
361237,48
361237,130
24105,6
343281,3
343281,6
343281,14
274410,82
234914,82
271748,6
63708,6
63708,8
121976,6
79744,6
79744,38
79744,20
79744,8
292844,169
292844,6
292844,167
111171,6
255416,6
275267,82
244652,6
244652,167
244652,130
256484,6
310336,6
310336,130
242136,18
135241,82
135241,3
135241,6
135241,14
241746,6
153329,6
153329,14
344912,6
284194,34
343287,6
182551,3
182551,6
182551,14
89088,6
48386,99
270152,3
270152,6
270152,14
309094,82
249859,6
249859,14
20386,87
298662,169
298662,6
298662,167
35205,48
35205,6
35205,14
35205,49
96461,6
260069,82
43117,3
43117,6
43117,14
208210,6
208210,130
263476,82
138756,48
138756,6
138756,14
138756,49
138756,130
308343,82
17219,3
17219,34
17219,6
17219,39
17219,14
256485,6
185679,6
289098,82
271416,3
271416,6
271416,14
39386,52
314708,5
222008,37
256447,6
279910,82
26568,48
26568,6
26568,46
136047,48
136047,6
136047,130
348209,6
106708,6
106708,39
106708,14
106708,20
276425,82
174461,130
338044,6
338044,55
11312,48
11312,19
11312,5
11312,34
11312,6
11312,39
11312,46
11312,49
11312,55
11312,130
11312,58
343521,130
23094,57
23094,32
23094,7
322934,6
242277,6
339708,6
26573,3
26573,6
44461,19
164634,6
350870,6
325228,82
318300,6
16439,6
341708,6
135815,6
135815,130
271296,6
286637,82
172351,6
172351,381
309723,6
218538,82
36025,6
36025,14
228865,3
228865,6
338238,6
86708,14
304996,34
48461,99
221094,6
109690,6
222731,82
154353,169
154353,48
154353,6
154353,167
154353,14
154353,49
154353,130
113461,130
341249,6
221904,6
221904,14
110919,6
110919,14
110144,163
95608,48
95608,6
95608,46
95608,49
95608,130
219122,82
330411,169
330411,3
330411,6
330411,14
330411,49
330411,130
309016,169
309016,49
328690,82
216842,3
216842,6
358653,6
358653,130
26559,3
26559,6
26559,14
341206,6
152908,82
326720,82
294115,3
294115,6
294115,14
149289,82
1461,38
338693,6
78160,48
78160,37
78160,34
78160,39
78160,137
78160,130
57077,82
27825,5
27825,6
27825,12
100158,7
79708,52
79708,7
46082,9
46082,7
46082,38
38461,38
128158,6
39461,52
223461,6
32165,6
321318,82
132019,6
149758,48
149758,6
141708,26
141708,13
141708,25
141708,154
141708,27
169227,6
141276,82
141276,3
141276,6
141276,14
334847,6
74094,6
242164,82
168468,3
168468,6
168468,14
93766,82
93766,48
93766,6
93766,49
93766,130
231736,6
77412,82
77412,34
77412,6
77412,39
56381,34
56381,6
56381,39
89776,6
89776,14
326708,6
208330,6
5342,52
5342,19
5342,29
5342,63
5342,16
5342,58
33058,6
313057,82
318205,82
360401,6
360401,14
33059,3
33059,6
33059,14
315164,82
328684,82
50094,6
50094,13
140077,3
140077,6
140077,14
129512,130
207744,6
30960,34
30960,6
30960,14
221296,48
221296,49
221296,130
91071,6
219321,6
219321,14
1126,6
17437,6
285652,82
309175,3
309175,6
309175,14
200814,82
335708,125
2850,4
283311,82
288091,82
288091,3
288091,6
288091,14
20041,48
20041,49
28850,15
127576,163
346414,34
346414,39
311094,3
311094,6
311094,14
327461,169
327461,48
327461,6
327461,167
288850,34
288850,39
345461,48
345461,167
357461,6
288180,3
288180,6
289145,82
191066,82
120876,6
346459,6
350708,9
350708,7
350708,38
328461,34
328461,39
221621,82
144154,6
95009,9
95009,48
95009,6
95009,14
95009,12
95009,49
372052,6
347461,6
34805,6
371346,48
371346,167
371346,130
281389,82
301424,6
372424,6
250577,6
344446,6
341287,6
35515,6
246163,82
246163,39
290066,82
315977,82
115316,6
115316,14
18424,59
346455,6
8094,7
326749,82
25803,48
25803,6
25803,14
50577,21
288369,82
10725,6
367918,6
136454,82
275484,82
234389,82
17187,9
17187,3
17187,6
17187,14
327195,82
319547,82
296974,6
296974,14
342680,6
142030,6
266094,6
179279,6
179279,14
141833,48
141833,6
141833,167
141833,130
115377,6
13689,52
13689,69
13689,63
219045,82
219045,39
120395,6
120395,130
328663,82
104884,6
104884,14
307975,34
307975,6
307975,39
1822,5
235578,6
235578,167
326731,82
344784,37
307441,82
274049,82
23352,3
23352,6
23352,39
23352,14
23352,130
328657,82
4270,6
4270,50
106741,48
106741,6
106741,14
106741,49
106741,130
369585,6
119461,6
119461,130
158137,169
158137,48
158137,6
158137,167
158137,49
158137,130
339846,6
116263,6
116263,130
132754,6
56900,3
56900,34
56900,6
56900,39
56900,14
178160,82
365336,6
90255,34
90255,6
90255,39
90255,14
90255,130
145211,6
145211,130
290784,6
345315,6
349102,6
176114,6
266085,6
222042,6
30902,3
30902,6
30902,14
315320,48
315320,167
315320,130
172320,3
172320,6
116022,6
327821,82
122320,39
122320,14
34599,6
338291,6
115458,6
285654,82
285654,6
344001,6
370225,6
140701,169
140701,48
140701,6
140701,49
140701,130
228320,55
308186,3
308186,34
308186,6
348565,6
328666,82
361320,6
163820,48
163820,3
163820,6
163820,14
163820,49
163820,130
19864,6
19864,46
16247,6
106546,6
339206,3
339206,6
339206,14
289599,82
48232,99
48232,18
352320,3
352320,6
280281,82
136805,169
136805,48
136805,6
136805,14
136805,49
136805,130
274569,6
308188,6
371938,6
165168,82
165168,12
297692,82
51679,48
51679,34
51679,6
51679,39
51679,49
51679,130
348701,6
238320,130
79289,82
264188,6
227658,6
344561,82
34598,3
34598,34
34598,6
34598,39
34598,14
75246,48
75246,165
75246,6
131320,32
131320,7
100156,6
252054,82
252054,6
252054,39
87812,6
87812,14
91170,34
91170,6
91170,39
91170,14
91170,130
62911,82
343320,6
343320,39
343320,20
363460,6
363460,167
363460,49
363460,130
375283,3
375283,6
371228,6
268054,6
193492,6
278345,6
327750,6
356320,6
320630,82
229867,6
222984,6
131462,86
115891,6
165493,82
56320,38
353510,510
119100,6
119100,14
119100,49
372443,6
51940,6
200540,82
197908,3
197908,6
197908,14
196849,34
196849,39
313178,82
169143,6
298079,3
298079,6
298079,14
326690,6
326690,39
326690,14
322472,34
322472,39
462,6
201320,6
337369,82
40510,52
191991,38
31462,6
339404,130
146079,6
348510,6
202808,411
16533,6
262754,6
80954,6
322196,6
178061,306
50336,13
178357,6
336286,6
272320,18
25316,3
25316,6
25316,14
248460,55
154199,130
328239,6
130760,6
130760,130
22155,169
22155,48
22155,34
22155,6
22155,39
22155,49
22155,130
338506,6
340811,38
38510,34
36473,6
78462,37
78462,34
78462,39
248765,22
141805,6
141805,130
133629,6
145757,6
23462,11
23462,8
240462,55
220865,7
276462,130
135280,82
43320,29
43320,78
152892,48
152892,3
152892,6
152892,167
152892,130
175320,39
144320,34
144320,39
35657,6
348511,6
353462,6
163630,6
163630,130
165865,49
20865,39
375218,6
292772,6
32473,6
6462,46
165833,6
292555,6
6579,20
58510,7
342510,6
251559,386
251559,390
251559,163
328510,130
276213,169
276213,6
276213,49
77237,13
117510,6
346907,6
154583,6
200865,39
292376,6
247302,99
345095,6
147015,169
147015,48
147015,6
147015,167
147015,49
182188,6
182188,14
4865,8
36865,15
36865,26
36865,63
36865,16
36865,25
350556,82
355988,6
158033,6
203167,29
356847,130
368324,6
339143,14
1167,6
351362,6
228167,18
112302,6
14902,48
14902,6
14902,46
14902,49
287806,508
287806,6
287806,49
365754,6
203320,8
355915,6
233802,169
233802,48
233802,49
233802,130
123888,6
123888,130
253198,6
375301,29
365167,3
365167,6
365167,14
356951,6
180302,6
180302,39
180302,14
95417,3
95417,6
95417,14
95417,13
296326,6
343301,6
365195,34
365195,6
117746,130
366392,3
366392,6
304865,6
240167,33
333335,6
171099,6
2301,63
2301,13
2301,16
54592,6
372854,6
25988,65
25988,15
25988,26
25988,75
25988,25
198626,6
198626,130
341153,6
245591,411
361988,6
338301,3
338301,6
338301,14
335988,34
354167,82
53310,6
360476,6
360476,14
110417,34
110417,39
110417,130
360464,6
165850,49
21510,6
360798,162
360798,6
360798,163
360798,385
7301,9
7301,46
112195,20
30971,3
30971,6
30971,14
30971,130
6417,24
22036,6
78167,38
154510,6
4462,29
4462,6
4462,18
3320,11
49320,24
356848,130
360457,6
149222,6
340613,3
340613,6
340613,14
5865,11
144738,6
147535,6
308694,3
308694,6
11865,60
335743,6
126715,48
126715,34
126715,6
126715,49
126715,130
135510,52
11301,108
11301,95
42417,19
42417,58
260417,6
109707,6
82540,49
337510,6
124503,6
365346,6
195216,6
360510,6
357163,6
121251,34
121251,39
200153,411
329417,130
82417,48
82417,49
42540,19
134301,130
365482,6
39163,18
267417,57
340618,3
340618,6
340618,14
55301,3
55301,6
55301,130
21301,20
158302,6
16820,6
371223,169
371223,48
371223,6
371223,167
371223,49
371223,130
42320,58
252277,6
7167,12
330763,63
330763,16
186034,6
27510,6
309183,3
309183,6
144988,6
306844,82
166320,9
166320,7
166320,38
165320,48
165320,6
165320,49
165319,48
165319,3
165319,6
165319,14
165319,49
242302,6
39320,52
127870,6
343051,6
147302,46
150302,6
343988,6
186302,6
15865,52
53320,3
53320,6
53320,14
60301,6
240302,149
108988,52
263791,6
33899,6
335498,6
264264,6
86988,39
329867,6
329867,14
369542,6
343103,3
343103,6
159026,6
16121,6
135400,132
135400,48
135400,74
135400,34
135400,6
135400,39
135400,167
135400,49
135400,130
207865,34
207865,39
336812,6
307988,487
91967,6
296537,82
296537,6
60417,7
366900,508
366900,130
161308,6
329798,6
329798,14
292401,6
288540,6
136434,46
136434,130
322702,169
322702,48
322702,6
322702,167
322702,49
322702,130
338508,6
295790,163
147520,6
147520,14
40302,52
337483,6
45988,38
249301,169
249301,48
249301,6
249301,167
249301,49
249301,130
31927,6
31927,14
102865,34
102865,39
357362,6
127342,169
127342,6
127342,167
106302,16
343581,6
216579,48
216579,167
216579,130
329792,6
329792,14
194417,9
194417,6
194417,12
327417,82
59302,39
138302,6
138302,7
350602,6
371221,6
55034,6
366886,6
342155,48
360448,6
135302,6
244594,6
244594,130
89452,48
89452,6
89452,49
131865,69
131865,15
131865,26
131865,134
131865,25
131865,27
319662,82
319662,6
125302,6
125302,13
191865,82
77292,6
321616,3
321616,6
109343,6
356115,6
342865,6
30034,6
147677,130
177946,6
11440,6
344519,6
360713,6
360713,14
331763,3
331763,6
331763,14
265372,6
327934,34
327934,39
329799,6
329799,14
201524,3
201524,6
244302,6
318086,169
318086,6
318086,167
318086,130
369310,3
369310,6
23891,48
23891,6
23891,49
195302,6
145738,48
145738,6
145738,130
367709,3
367709,6
367709,14
43417,8
79709,12
118784,162
118784,386
118784,390
118784,165
118784,6
118784,163
118784,384
157302,6
78781,3
78781,6
78781,14
143449,3
143449,6
33479,48
33479,6
33479,49
77683,6
216583,48
216583,130
50065,6
367102,6
136503,48
136503,6
136503,14
136503,130
205003,169
205003,48
205003,6
205003,167
205003,49
205003,130
175647,6
373897,3
373897,6
198431,48
198431,6
198431,167
32114,6
360450,3
360450,6
360450,14
339351,6
201436,6
297960,6
8777,18
342370,130
363683,6
117334,6
117334,163
117334,130
334509,6
85302,159
155851,6
150816,6
342385,130
310640,6
114947,48
114947,6
114947,14
114947,49
114947,130
260726,33
86777,39
339291,169
339291,48
339291,6
339291,167
339291,49
339291,130
297985,6
204296,130
312614,3
312614,6
119150,82
119150,6
347777,6
119147,82
119147,6
198677,411
146592,82
146592,6
146592,14
147298,6
51479,34
51479,39
135816,5
135816,20
31696,6
203808,169
203808,167
43831,7
20266,7
20266,8
230709,6
230709,49
230709,130
333511,6
308958,9
308958,6
308958,12
9562,9
9562,6
9562,12
255599,20
235519,6
205816,34
89709,34
89709,6
89709,39
361220,34
361220,6
361220,39
10873,9
10873,48
10873,6
10873,12
350839,130
8216,9
8216,6
8216,12
39479,52
39479,23
367349,48
348785,6
4816,5
4816,8
142267,6
142267,39
142267,130
334974,34
216577,48
216577,167
216577,130
164816,6
294481,411
223479,82
88816,39
206974,6
206974,14
217728,411
164782,49
128455,6
128455,14
67642,159
368846,6
198676,411
51709,6
341924,20
179709,306
65266,12
202871,377
221669,6
221669,14
80309,6
154709,169
154709,48
154709,6
154709,167
154709,49
336776,169
336776,6
336776,167
336776,14
347463,6
326877,34
326877,6
13777,52
13777,5
13777,6
13777,23
348816,6
357709,6
123644,7
113251,6
244691,6
145266,86
323309,6
111163,6
111163,14
111163,55
203160,6
157777,6
367316,6
42495,19
220886,48
220886,6
220886,130
50321,6
327341,6
361115,6
104980,48
104980,6
104980,49
104980,130
267889,11
267889,8
57266,34
57266,39
243514,6
110809,169
110809,48
110809,6
110809,167
110809,49
284019,6
357463,6
136816,6
7129,6
7129,12
7129,8
368818,6
167302,3
167302,6
167302,14
69463,32
268443,6
134463,306
1709,58
56309,39
367640,6
335436,20
367131,6
367131,14
174339,169
174339,48
174339,34
174339,6
174339,39
174339,49
174339,130
109266,3
109266,34
109266,6
109266,39
109266,14
109266,13
25507,8
369548,6
353463,6
212265,6
98463,9
98463,7
98463,38
25695,3
25695,6
25695,14
168699,169
168699,6
168699,167
168699,49
33077,3
33077,6
33077,14
294785,20
239049,82
239049,48
239049,34
239049,6
239049,39
239049,49
239049,130
250466,169
250466,6
250466,167
41870,20
213702,82
326311,6
326738,82
341360,6
5167,5
301779,3
301779,34
301779,6
326737,82
9463,9
9463,5
9463,6
9463,14
329853,169
329853,6
329853,167
82434,48
82434,12
82434,49
82434,130
24907,6
61463,41
213086,49
213086,130
105463,34
105463,39
119242,48
119242,6
119242,130
20816,9
20816,7
20816,38
86457,6
86457,14
86457,130
213010,6
336463,6
321259,82
321259,34
321259,6
21816,9
342668,22
342668,82
4158,11
4158,21
4158,6
4158,8
38463,38
35561,6
87266,39
263732,163
315600,6
194137,6
337709,6
61890,165
61890,6
134947,82
134947,33
352285,34
352285,39
336482,6
275434,39
210329,82
210329,33
266815,6
2267,5
8247,52
8247,11
8247,23
8247,8
343160,22
343160,24
343160,33
153816,22
368354,6
272816,73
272816,74
272816,34
272816,6
272816,39
272816,14
41709,99
41709,27
229719,24
252643,48
252643,6
252643,49
252643,130
270266,6
725,6
143372,48
143372,3
143372,6
143372,167
143372,14
143372,130
193327,6
82528,48
82528,6
82528,49
37709,5
37709,86
367675,6
144146,6
173356,6
171266,52
221860,6
69709,32
5438,149
5438,15
5438,77
5438,6
5438,14
5438,118
5438,16
5438,78
304232,411
350675,6
325818,68
328943,34
295432,6
132703,6
132703,14
119653,169
119653,48
119653,6
119653,167
119653,49
119653,130
332806,82
348033,386
368291,6
52276,6
145016,74
145016,34
145016,39
6599,41
6599,24
338659,34
338659,6
200845,6
293791,33
116470,48
116470,6
116470,49
116470,130
232241,6
362751,6
44334,149
44334,121
44334,5
44334,34
44334,86
44334,55
280861,6
368355,6
116486,48
116486,6
116486,49
116486,130
204186,6
360467,6
197404,163
357147,6
340965,55
119209,23
107060,3
107060,6
107060,14
98445,6
127636,6
333736,130
237551,82
237551,33
17559,6
206340,3
206340,6
134684,3
134684,6
134684,14
364680,82
239775,169
239775,48
239775,6
239775,167
239775,49
239775,130
278539,3
278539,6
278539,14
360837,6
369593,6
369593,14
166608,6
242467,6
143171,169
143171,6
143171,167
143171,49
143171,130
47250,52
47250,149
47250,19
47250,29
47250,35
47250,6
47250,118
47250,58
334308,6
333209,169
333209,6
333209,167
337367,82
368352,6
360496,6
47571,55
19072,8
368451,6
27184,6
254466,6
254466,130
141113,169
141113,48
141113,6
141113,167
141113,49
242043,130
286882,6
286882,130
129624,169
129624,48
129624,6
129624,167
129624,49
129624,130
328145,6
266933,34
266933,6
332832,169
332832,49
205018,162
205018,386
205018,163
205018,471
126974,6
332504,130
275387,6
31941,6
350678,6
94844,5
271302,6
147908,48
147908,130
319302,130
33074,3
33074,6
33074,14
228506,6
199178,169
199178,48
199178,6
199178,167
199178,49
199178,130
360093,6
206943,6
80188,34
80188,39
317302,6
90547,6
117763,34
117763,39
11907,13
11907,16
197265,6
197265,130
90231,6
90231,39
90231,130
134014,5
151194,34
151194,6
151194,39
302302,130
188846,6
292223,3
292223,6
292223,14
368374,6
7309,9
7309,38
202108,6
202108,14
220867,6
220867,14
278302,55
154806,6
267302,3
267302,6
267302,14
266274,6
266274,14
349763,6
291040,6
272302,26
272302,13
272302,25
272302,27
153230,169
153230,48
153230,6
153230,167
153230,49
153230,130
97028,6
114505,48
114505,6
114505,14
114505,46
114505,49
114505,130
81106,48
81106,3
81106,6
81106,14
81106,49
129101,6
275647,6
44263,3
44263,6
44263,39
44263,14
233959,34
233959,6
368880,6
128228,6
128228,49
128228,130
2545,19
2545,130
2545,58
119988,6
111128,48
111128,6
111128,49
111128,130
159422,6
245306,82
245306,6
250953,6
250953,14
81459,24
26753,7
345825,6
194862,6
20321,38
20321,20
251302,69
45501,32
334915,34
334915,6
360336,6
64710,38
127471,6
22510,21
22510,8
132710,6
132710,372
89444,48
89444,6
89444,49
